Data from zc74010_5_Reflection_00001.txt Node
Date: Thu Mar 12 15:01:48 ART 2020
User: Ana
Spectrometer: USB2E3644
Trigger mode: 4
Integration Time (sec): 5,000000E-2
Scans to average: 10
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 10
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 2048
>>>>>Begin Spectral Data<<<<<
178,315	75,19
178,696	79,84
179,076	85,98
179,457	77,98
179,838	83,81
180,218	110,37
180,599	177,78
180,979	67,74
181,36	194,44
181,74	158,64
182,121	128,33
182,501	114,04
182,881	111,41
183,262	105,9
183,642	100,51
184,022	94,37
184,402	93,12
184,783	93,21
185,163	92,52
185,543	95,72
185,923	97,4
186,303	98,91
186,683	99,85
187,063	102,79
187,443	104,83
187,823	106,47
188,203	107,92
188,583	108,83
188,963	108,33
189,343	107,88
189,723	108,19
190,102	111,47
190,482	116,73
190,862	118,5
191,242	120,25
191,621	120,56
192,001	121,58
192,38	123,16
192,76	122,85
193,14	124,32
193,519	124,89
193,898	125,72
194,278	126,52
194,657	127,75
195,037	126,85
195,416	122,84
195,795	120,41
196,175	118,58
196,554	117,12
196,933	116,79
197,312	115,88
197,692	114,89
198,071	113,58
198,45	112,45
198,829	112,26
199,208	112,01
199,587	111,67
199,966	111,1
200,345	109,58
200,724	109,59
201,103	109,35
201,482	109,64
201,86	110,14
202,239	108,2
202,618	107,48
202,997	108,18
203,375	109,82
203,754	111,28
204,133	112,84
204,511	113,28
204,89	112,99
205,269	113,31
205,647	113,18
206,026	112,69
206,404	112,17
206,782	111,47
207,161	110,79
207,539	109,99
207,918	109,82
208,296	110,28
208,674	110,35
209,052	110,05
209,431	109,79
209,809	109,73
210,187	111,63
210,565	111,84
210,943	111,08
211,321	110,88
211,699	111,71
212,077	112,75
212,455	113,33
212,833	114,49
213,211	115,84
213,589	116,47
213,967	116,39
214,345	116,36
214,722	116,91
215,1	117,29
215,478	118,44
215,855	119,52
216,233	120,29
216,611	121,96
216,988	122,97
217,366	122,63
217,743	122,96
218,121	123,51
218,498	125,16
218,876	125,65
219,253	124,98
219,631	123,5
220,008	122,06
220,385	121,41
220,762	120,04
221,14	117,45
221,517	115,58
221,894	114,83
222,271	113,54
222,648	112,68
223,025	112,1
223,402	111,82
223,78	111,73
224,157	111,59
224,533	110,2
224,91	110,32
225,287	112
225,664	113,13
226,041	113,01
226,418	112,4
226,795	112,15
227,171	111,87
227,548	112,76
227,925	113,49
228,301	114,75
228,678	117,24
229,055	120,2
229,431	122,79
229,808	124,95
230,184	126,65
230,561	128,66
230,937	131,59
231,313	133,96
231,69	135,62
232,066	138,2
232,442	139,62
232,819	139,72
233,195	139,03
233,571	139,3
233,947	141,39
234,323	143,48
234,699	145,94
235,075	148,72
235,451	151,25
235,827	153,88
236,203	156,04
236,579	157,82
236,955	161,47
237,331	169,57
237,707	180,58
238,083	194,46
238,459	210,54
238,834	236,29
239,21	279,07
239,586	335,27
239,961	395,18
240,337	463,97
240,713	525,47
241,088	594,2
241,464	680,19
241,839	793,56
242,215	1045,03
242,59	2437,41
242,965	-1497,92
243,341	-424,85
243,716	-227,51
244,091	-162,13
244,467	-132,99
244,842	-116,7
245,217	-105,96
245,592	-100,9
245,967	-100,71
246,343	-98,53
246,718	-96,97
247,093	-98,6
247,468	-101,23
247,843	-101,74
248,218	-97,96
248,593	-91,75
248,967	-84,66
249,342	-80,73
249,717	-78,86
250,092	-78,17
250,467	-79,36
250,841	-84,09
251,216	-96,5
251,591	-117,96
251,965	-141,67
252,34	-160,83
252,714	-180,9
253,089	-195,48
253,463	-205,34
253,838	-202,37
254,212	-196,36
254,587	-186,09
254,961	-165,08
255,335	-140,65
255,71	-116,1
256,084	-90,63
256,458	-72,27
256,832	-61,57
257,206	-55,77
257,581	-53,01
257,955	-51,36
258,329	-49,6
258,703	-47,4
259,077	-45,07
259,451	-42,91
259,825	-41,84
260,199	-42
260,572	-41,7
260,946	-41,66
261,32	-41,28
261,694	-40,76
262,068	-40,56
262,441	-40,24
262,815	-40,16
263,189	-39,98
263,562	-40,63
263,936	-43,53
264,309	-47,84
264,683	-52,61
265,056	-55,07
265,43	-55,92
265,803	-55,89
266,176	-55,33
266,55	-55,27
266,923	-54,93
267,296	-54,21
267,67	-52,45
268,043	-50,29
268,416	-47,17
268,789	-44,03
269,162	-41,21
269,535	-38,67
269,908	-36,65
270,281	-35,51
270,654	-35,29
271,027	-35,58
271,4	-35,77
271,773	-35,55
272,146	-35,34
272,519	-35,1
272,891	-35,03
273,264	-35,03
273,637	-34,99
274,01	-34,86
274,382	-35,4
274,755	-35,81
275,127	-36,15
275,5	-36,53
275,872	-36,51
276,245	-37,05
276,617	-38,17
276,99	-38,96
277,362	-40,14
277,734	-41,01
278,107	-41,13
278,479	-40,9
278,851	-40,52
279,223	-39,98
279,596	-39,28
279,968	-39
280,34	-38,34
280,712	-37,41
281,084	-35,93
281,456	-34,39
281,828	-32,77
282,2	-30,41
282,572	-28,6
282,944	-27,26
283,315	-26,36
283,687	-25,68
284,059	-25,28
284,431	-24,92
284,802	-24,5
285,174	-24,07
285,546	-23,72
285,917	-23,14
286,289	-22,6
286,66	-22,15
287,032	-21,61
287,403	-21,35
287,775	-21,12
288,146	-21,21
288,518	-21,5
288,889	-21,65
289,26	-21,74
289,632	-22,31
290,003	-23,08
290,374	-23,57
290,745	-23,86
291,116	-23,97
291,487	-24,07
291,858	-23,89
292,229	-23,52
292,6	-23,11
292,971	-22,34
293,342	-21,4
293,713	-20,54
294,084	-19,79
294,455	-19,13
294,826	-18,91
295,196	-18,93
295,567	-19,1
295,938	-19,02
296,308	-18,79
296,679	-18,6
297,05	-18,43
297,42	-17,98
297,791	-17,53
298,161	-17,25
298,532	-16,84
298,902	-16,52
299,272	-16,28
299,643	-16,18
300,013	-15,83
300,383	-15,56
300,754	-15,57
301,124	-15,83
301,494	-16,19
301,864	-16,5
302,234	-16,77
302,604	-16,79
302,974	-16,61
303,344	-16,2
303,714	-15,83
304,084	-15,43
304,454	-15,12
304,824	-14,93
305,194	-14,89
305,563	-14,81
305,933	-14,66
306,303	-14,51
306,673	-14,25
307,042	-13,82
307,412	-13,24
307,781	-12,85
308,151	-12,65
308,521	-12,55
308,89	-12,41
309,259	-12,38
309,629	-12,34
309,998	-12,31
310,368	-12,29
310,737	-12,19
311,106	-12,11
311,475	-11,93
311,845	-11,91
312,214	-11,97
312,583	-11,93
312,952	-11,91
313,321	-11,84
313,69	-11,63
314,059	-11,59
314,428	-11,67
314,797	-11,89
315,166	-12,27
315,535	-12,68
315,904	-13
316,272	-13,24
316,641	-13,44
317,01	-13,46
317,379	-13,38
317,747	-13,15
318,116	-12,87
318,484	-12,64
318,853	-12,52
319,221	-12,56
319,59	-12,69
319,958	-12,56
320,327	-12,38
320,695	-12,26
321,063	-12,16
321,432	-12,01
321,8	-11,73
322,168	-11,44
322,536	-11,16
322,905	-10,66
323,273	-10,26
323,641	-9,92
324,009	-9,58
324,377	-9,32
324,745	-9,11
325,113	-8,82
